text,clean_text,sentiment
@himanshuyd @Maruti_Corp @HondaCarIndia @Kia @MahindraRise @HyundaiIndia @Toyota_India @TataMotors Yes thinking of selling @Maruti_Corp Swift and Breeza both and will buy from better automobile company.,yes thinking of selling swift and breeza both and will buy from better automobile company.,neutral
Hyundai India novelty hyundai fgc service id excellent both service and staff are excellent,hyundai india novelty hyundai fgc service id excellent both service and staff are excellent,positive
Very good experience with marudhara hyundai service center ....very good staff behaviour...,very good experience with marudhara hyundai service center ....very good staff behaviour...,positive
Very good information👍👍👍👏🏼👏🏼👏🏼 thank you sir and thank you Jiva team👏🏼👏🏼👍👍👍,very good information👍👍👍👏🏼👏🏼👏🏼 thank you sir and thank you jiva team👏🏼👏🏼👍👍👍,positive
"Listen to one what our customer has to say!
Apco Hyundai, Calicut 
Hyundai India 
#HyundaiLCM","listen to one what our customer has to say! apco hyundai, calicut hyundai india hyundai lcm",neutral
# Rajendra Hyundai staff is Good and low cost of maintenance Thankyou Rajendra Hyundai etawah,rajendra hyundai staff is good and low cost of maintenance thankyou rajendra hyundai etawah,positive
"@Hyundai India republic Hyundai Staff are very awesome as usual.
And they attend very well on time .",india republic hyundai staff are very awesome as usual. and they attend very well on time .,positive
"@Hyundaiindia today visited sasya hyundai karimnagar
Good reciving very good service and nice supervision",today visited sasya hyundai karimnagar good reciving very good service and nice supervision,positive
@NiharikaDash14 Oats and atta already used. But how to prepare the soya based breakfast ? No idea on recipe,oats and atta already used. but how to prepare the soya based breakfast ? no idea on recipe,neutral
"Brigade Topaz - #Yaraganahalli, #Mysore - Vast luxurious living spaces #BrigadeGroup #Project
https://t.co/UvFbynpAOe","brigade topaz yar aga nah all i, my sore vast luxurious living spaces brigade group project",neutral
"@EuropeanCricket @Dream11 @FanCode #Rico❤️ #Rica❤️ #Punjabi❤️ #Commentary❤️
Not only how he says but also what he says in punjabi.",rico❤️ rica❤️ punjabi❤️ commentary❤️ not only how he says but also what he says in punjabi.,positive
"@DrRishabhD top index contributors yesterday. #closingday 
#stock #HDFCBank #bandhanbank #StocksToWatch 
https://t.co/hZibZdt8EU https://t.co/Mv09j9QmfL",top index contributors yesterday. closing day stock hdfc bank band han bank stocks to watch,neutral
"Got my paid service from Sarweshwari Hyundai Mahan.. Completely satisfied, Good job Hyundai.","got my paid service from sarweshwari hyundai mahan.. completely satisfied, good job hyundai.",positive
I visited Utkal Hyundai Pahal workshop for car service and overall experience was excellent.,i visited utkal hyundai pahal workshop for car service and overall experience was excellent.,positive
Ambit downgrades Bandhan Bank to 132 rs per share. Says this is just the beginning of stress!,ambit downgrades bandhan bank to 10 rs per share. says this is just the beginning of stress!,negative
Hyundai India today i visited Planet Hyundai Gujarat excellent service & simple staff nature..,hyundai india today i visited planet hyundai gujarat excellent service simple staff nature..,positive
Hello plz send you all medicine and price list I'm Dr S Kumar from Jharkhand My WhatsApp no 8340169808,hello plz send you all medicine and price list i am dr s kumar from jharkhand my whatsapp no,neutral
@HomeCredit_In dear team i didnt apply for loan still i got a msg pls cancel it if its applied by mistake,dear team i did not apply for loan still i got a msg pls cancel it if its applied by mistake,negative
@DisneyPlusHS Can't watch live coverage of the #IndiaVsEngland T20 game. There's a huge @Dream11 banner there.,can not watch live coverage of the india vs england t 10 game. there is a huge banner there.,negative
"NEWCASTLE 7:15 PM 🏇 
 
 1st ABSOLUTE DREAM 11/2 
 2nd DEEVIOUS BEAU 22/1 
 3rd GRIGGY 10/1",newcastle 10 10 pm 🏇 10 st absolute dream 10 10 10 nd deevious beau 10 10 10 rd griggy 10 10,neutral
"Relax boys app link inbox se le lo
Ind vs eng free entry contests
#indvseng #dream11 #team11",relax boys app link inbox se le lo ind vs eng free entry contests in dvs eng dream 10 team 10,neutral
Hyundai India I visited ganesh Hyundai staff is good service advisor explanation is also good,hyundai india i visited ganesh hyundai staff is good service advisor explanation is also good,positive
"My vehicle have done as new car as their workout like that ..
Love you kun hyundai karmanghat",my vehicle have done as new car as their workout like that .. love you kun hyundai karmanghat,positive
Hyundai India excellent service and low cost maintenance provided by dev bhoomi Hyundai india,hyundai india excellent service and low cost maintenance provided by dev bhoomi hyundai india,positive
Hyundai India novelty Hyundai fgc services is good . I am full satisfied with my car services,hyundai india novelty hyundai fgc services is good . i am full satisfied with my car services,positive
@Das Hyundai.. Service is good. Timely approach.. Reasonable price. Happy about all the services..,hyundai.. service is good. timely approach.. reasonable price. happy about all the services..,positive
"@Dream11 I have joined the contest in ecs but contest is not showing in live match, plzz resolve this,","i have joined the contest in ecs but contest is not showing in live match, plzz resolve this,",negative
"@HomeCredit_In what is use of credit score when we are not alive, no one will pay for us for sitting at home","what is use of credit score when we are not alive, no one will pay for us for sitting at home",neutral
"@shrikantd31 @Dream11 https://t.co/1wwkhHquOE

Guys, retweet it. Thay has to cancel the match. Its clearly violation of their own fair-play.","guys, retweet it. thay has to cancel the match. its clearly violation of their own fair play.",negative
Today I visited aditi hyundai tonk for service my vehicle and am satisfied with their services,today i visited aditi hyundai tonk for service my vehicle and am satisfied with their services,positive
But cost of mustard oil has doubled now! All actions boils down to common man and a tax payer!,but cost of mustard oil has doubled now! all actions boils down to common man and a tax payer!,negative
Good service done by team kun united hyundai karmanghat with reasonable charges i am satisfied,good service done by team kun united hyundai karmanghat with reasonable charges i am satisfied,positive
#HyundaiIndia I have visited Concept Hyundai Narol. It was good service given by Service Team.,hyundai india i have visited concept hyundai narol. it was good service given by service team.,positive
"#HyundaiIndia navjivan hyundai service very good. Good behaviour all staffe
I am happy service",hyundai india navjivan hyundai service very good. good behaviour all staffe i am happy service,positive
"Farmers Kisan Good News | Finnally Microfinance, Bandhan Bank Loan Relief or Maaf | Arunodoi Asoni","farmers kisan good news finnally microfinance, bandhan bank loan relief or maaf arunodoi asoni",positive
@Dream11 why u close 45 rs entry Grand league in basketball ? Pls reopen it in all basketball matches,why you close 10 rs entry grand league in basketball ? pls reopen it in all basketball matches,neutral
@hyundai.india Today Visited to park Hyundai Sangrur for my car servicing. Job and staff is excellent.,.india today visited to park hyundai sangrur for my car servicing. job and staff is excellent.,positive
"Now I don’t need to post individual updates for dispatches. The whole list is here, thanks to @hormazdsorabjee","now i do not need to post individual updates for dispatches. the whole list is here, thanks to",neutral
Hyundai Indiay experience is very good with crossland Hyundai staff is very cooperative thanks @crosslandhyundai,hyundai indiay experience is very good with crossland hyundai staff is very cooperative thanks,positive
"Besan ki bharwan Mirchi | Stuffed Green Chilli Pickle | Rajasthani Recipe. Watch in YouTube shorts
https://t.co/Nwhch74EBR",besan ki bharwan mirchi stuffed green chilli pickle rajasthani recipe. watch in youtube shorts,neutral
@Dream11 what about this just 3 minutes before game starts how is it possible to edit all the teams 🤔 https://t.co/axHUdwkbO3,what about this just 10 minutes before game starts how is it possible to edit all the teams 🤔,negative
@andzalak @kiranreliable @SandeepMall Thanks for the information. Things are really scary as I see the soyabean oil selling the most,thanks for the information. things are really scary as i see the soyabean oil selling the most,positive
@hyundai India joshi Hyundai mohali service very much washing examaletin all sttaf very good TQ hhyundai,india joshi hyundai mohali service very much washing examaletin all sttaf very good tq hhyundai,positive
@hyundai india today i visited bhakra hyundai ropar general service all staff is very good and friendly.,india today i visited bhakra hyundai ropar general service all staff is very good and friendly.,positive
@Hyundai india today I visited Am Hyundai Jammu...excellent service as well as nice behaviour of staffs.,india today i visited am hyundai jammu...excellent service as well as nice behaviour of staffs.,positive
@MdNisar16608082 @RBI UBI is in grave. Pathetic service by PNB. better to close your account and move to Bandhan Bank,ubi is in grave. pathetic service by pnb. better to close your account and move to bandhan bank,negative
ETtech Interview | Dream11 won’t raise funds from Chinese investors ever again: CEO Harsh Jain https://t.co/0VbQwWLvb2,ettech interview dream 10 will not raise funds from chinese investors ever again ceo harsh jain,neutral
"Interview with Chirag Chaudhari founder of Crashola Healthy Oil​ for Healthy Indian​ Consumer’s
https://t.co/LIaJW9GXik",interview with chirag chaudhari founder of crashola healthy oil​ for healthy indian​ consumer s,neutral
Service at Trend hyundai @Mahbubnagar is excellent . Billing is reasonable . Timely delivery . # Hyundai India @HyundaiLCM,service at trend hyundai is excellent . billing is reasonable . timely delivery . hyundai india,positive
"Jiva Ayurveda 
1. we have to pay consultation fee...?
How much
2. medicine cost...his much..?",jiva ayurveda 10 . we have to pay consultation fee...? how much 10 . medicine cost...his much..?,neutral
#hyundaiIndia today I visited kamal Hyundai Kota excellent service nd good staff. I am satisfied,hyundai india today i visited kamal hyundai kota excellent service nd good staff. i am satisfied,positive
Hyundai India I visited triumph Hyundai faridabad they done good service and excellent team work,hyundai india i visited triumph hyundai faridabad they done good service and excellent team work,positive
